,Date,Low,High,Open,Close,Volume
69,2020-12-15 12:51:00,86.241,86.409,86.409,86.241,3.464
70,2020-12-15 12:53:00,85.884,86.181,86.181,85.922,7.919
71,2020-12-15 12:55:00,85.62,85.878,85.662,85.62,20.893
72,2020-12-15 12:57:00,85.703,85.896,85.802,85.896,22.846
73,2020-12-15 12:59:00,86.0,86.0,86.0,86.0,9.0
74,2020-12-15 13:02:00,86.085,86.131,86.105,86.085,4.217
75,2020-12-15 13:03:00,85.88,86.085,86.0,85.88,281.617
76,2020-12-15 13:10:00,85.608,85.674,85.674,85.608,35.594
77,2020-12-15 13:13:00,85.672,85.732,85.678,85.732,4.336
78,2020-12-15 13:15:00,85.544,85.617,85.544,85.617,2.073
79,2020-12-15 13:16:00,85.637,85.668,85.668,85.637,19.487
80,2020-12-15 13:17:00,85.911,85.94,85.939,85.911,12.83
81,2020-12-15 13:18:00,85.915,85.93,85.915,85.93,4.963
82,2020-12-15 13:20:00,85.593,86.097,85.813,86.097,60.078
83,2020-12-15 13:21:00,85.96,85.996,85.996,85.96,13.145
84,2020-12-15 13:22:00,85.879,86.006,85.879,86.006,3.49
85,2020-12-15 13:23:00,85.856,86.006,86.006,85.856,9.0
86,2020-12-15 13:25:00,85.877,85.899,85.877,85.899,1.679
87,2020-12-15 13:27:00,85.934,85.973,85.934,85.973,1.811
88,2020-12-15 13:28:00,85.966,85.966,85.966,85.966,6.737
89,2020-12-15 13:30:00,85.967,86.011,85.967,86.011,7.69
90,2020-12-15 13:31:00,85.78,89.5,85.968,86.145,741.701
91,2020-12-15 13:32:00,86.075,86.746,86.076,86.075,65.71
92,2020-12-15 13:33:00,85.833,86.657,86.028,85.833,93.167
93,2020-12-15 13:35:00,85.77,85.847,85.847,85.77,16.775
94,2020-12-15 13:38:00,84.575,85.914,85.912,85.783,675.831
95,2020-12-15 13:39:00,85.5,85.932,85.5,85.879,55.662
96,2020-12-15 13:40:00,85.883,85.991,85.883,85.963,16.58
97,2020-12-15 13:41:00,85.992,86.091,85.992,86.091,5.27
98,2020-12-15 13:42:00,86.134,88.371,86.134,86.224,235.712
99,2020-12-15 13:43:00,86.35,86.409,86.409,86.35,0.022
100,2020-12-15 13:44:00,86.385,86.547,86.385,86.547,2.308
101,2020-12-15 13:45:00,86.158,86.526,86.373,86.158,21.268
102,2020-12-15 13:46:00,86.094,86.245,86.245,86.094,2.736
103,2020-12-15 13:47:00,86.06,86.315,86.069,86.315,9.299
104,2020-12-15 13:51:00,86.269,86.274,86.274,86.269,9.61
105,2020-12-15 13:52:00,86.206,86.575,86.206,86.261,65.395
106,2020-12-15 13:53:00,85.387,86.238,86.238,85.387,237.969
107,2020-12-15 13:55:00,85.974,86.076,86.076,85.974,44.09
108,2020-12-15 13:56:00,85.894,85.968,85.968,85.894,5.26
109,2020-12-15 13:57:00,85.747,86.006,85.855,85.995,45.911
110,2020-12-15 13:58:00,85.964,85.985,85.968,85.978,15.28
111,2020-12-15 13:59:00,85.793,85.978,85.978,85.952,0.821
112,2020-12-15 14:02:00,85.477,85.952,85.952,85.477,35.066
113,2020-12-15 14:04:00,85.413,85.688,85.688,85.511,39.006
114,2020-12-15 14:06:00,85.413,85.664,85.413,85.664,3.87
115,2020-12-15 14:08:00,85.582,85.599,85.582,85.599,12.241
116,2020-12-15 14:10:00,85.325,85.599,85.599,85.582,32.863
117,2020-12-15 14:12:00,85.548,85.599,85.582,85.578,53.755
118,2020-12-15 14:14:00,85.584,85.591,85.591,85.584,20.44
119,2020-12-15 14:16:00,85.161,85.599,85.582,85.473,50.118
120,2020-12-15 14:18:00,85.164,85.519,85.443,85.164,37.321
121,2020-12-15 14:19:00,85.339,85.417,85.417,85.339,8.732
122,2020-12-15 14:20:00,85.143,85.459,85.148,85.459,33.98
123,2020-12-15 14:22:00,84.9,85.534,85.456,84.9,126.407
124,2020-12-15 14:23:00,84.885,84.937,84.901,84.937,53.088
125,2020-12-15 14:24:00,84.916,85.095,84.935,85.07,67.913
126,2020-12-15 14:26:00,84.828,85.266,85.076,85.246,34.219
127,2020-12-15 14:31:00,85.6,85.69,85.6,85.69,1.389
128,2020-12-15 14:32:00,85.589,85.689,85.689,85.589,16.201
129,2020-12-15 14:39:00,85.715,85.919,85.715,85.74,24.493
130,2020-12-15 14:41:00,85.589,85.739,85.739,85.589,3.517
131,2020-12-15 14:42:00,85.589,85.638,85.599,85.638,10.395
132,2020-12-15 14:43:00,85.42,85.638,85.638,85.42,60.316
133,2020-12-15 14:47:00,85.676,85.72,85.72,85.676,2.328
134,2020-12-15 14:48:00,85.6,85.611,85.608,85.6,13.59
135,2020-12-15 14:52:00,85.569,85.569,85.569,85.569,8.08
136,2020-12-15 14:53:00,85.553,85.63,85.562,85.63,38.552
137,2020-12-15 14:58:00,85.575,85.582,85.582,85.575,8.31
138,2020-12-15 15:00:00,85.599,85.599,85.599,85.599,4.331
139,2020-12-15 15:01:00,85.598,85.754,85.599,85.754,7.08
140,2020-12-15 15:03:00,85.753,85.754,85.754,85.753,3.06
141,2020-12-15 15:04:00,85.752,85.753,85.752,85.752,3.781
142,2020-12-15 15:06:00,85.749,85.751,85.75,85.751,40.138
143,2020-12-15 15:08:00,85.82,85.822,85.82,85.822,2.822
144,2020-12-15 15:11:00,85.785,85.893,85.806,85.785,90.916
145,2020-12-15 15:14:00,85.66,85.712,85.696,85.708,8.017
146,2020-12-15 15:16:00,85.5,85.711,85.711,85.5,22.901
147,2020-12-15 15:17:00,84.9,85.277,85.253,84.942,160.373
148,2020-12-15 15:19:00,85.138,85.313,85.138,85.313,5.663
149,2020-12-15 15:22:00,85.317,85.342,85.342,85.317,7.329
150,2020-12-15 15:24:00,84.824,85.017,85.017,84.824,0.11
151,2020-12-15 15:33:00,84.744,84.973,84.744,84.973,2.18
152,2020-12-15 15:36:00,85.199,85.623,85.199,85.623,11.08
153,2020-12-15 15:41:00,85.294,85.622,85.326,85.622,6.904
154,2020-12-15 15:44:00,85.571,85.571,85.571,85.571,8.66
155,2020-12-15 15:45:00,85.562,85.571,85.562,85.566,26.44
156,2020-12-15 15:46:00,85.114,85.569,85.569,85.114,6.59
157,2020-12-15 15:47:00,84.989,85.131,85.131,84.989,1.68
158,2020-12-15 15:49:00,84.967,85.164,84.967,85.164,3.0
159,2020-12-15 15:55:00,85.162,85.178,85.162,85.178,0.659
160,2020-12-15 15:59:00,85.176,85.209,85.176,85.208,21.23
161,2020-12-15 16:01:00,85.093,85.161,85.161,85.093,10.636
162,2020-12-15 16:03:00,85.092,85.098,85.098,85.092,3.4
163,2020-12-15 16:09:00,85.104,85.104,85.104,85.104,2.0
164,2020-12-15 16:10:00,85.056,85.084,85.084,85.056,7.563
165,2020-12-15 16:16:00,85.293,85.376,85.293,85.376,24.975
166,2020-12-15 16:18:00,86.0,86.495,86.0,86.495,122.182
167,2020-12-15 16:19:00,86.399,86.937,86.443,86.457,57.368
168,2020-12-15 16:20:00,85.9,86.971,86.5,85.901,636.437
169,2020-12-15 16:21:00,85.9,86.971,85.901,86.104,390.823
170,2020-12-15 16:22:00,85.905,86.971,85.981,86.08,237.466
171,2020-12-15 16:23:00,86.08,87.309,86.316,86.594,219.147
172,2020-12-15 16:24:00,86.083,87.32,86.593,86.083,564.13
173,2020-12-15 16:25:00,85.982,86.716,86.159,86.453,187.276
174,2020-12-15 16:26:00,86.263,87.529,86.913,86.586,518.35
175,2020-12-15 16:27:00,86.41,87.318,86.423,87.316,100.019
176,2020-12-15 16:28:00,86.499,87.668,87.316,87.497,171.667
177,2020-12-15 16:29:00,86.5,87.668,87.496,87.667,94.44
178,2020-12-15 16:30:00,86.575,87.9,87.667,87.872,85.969
179,2020-12-15 16:31:00,86.88,87.899,87.899,87.826,50.005
180,2020-12-15 16:32:00,86.531,87.824,86.88,87.667,127.355
181,2020-12-15 16:33:00,86.53,87.9,87.665,87.898,149.202
182,2020-12-15 16:34:00,86.151,87.9,87.897,87.525,384.84
183,2020-12-15 16:35:00,87.525,87.9,87.525,87.899,403.683
184,2020-12-15 16:36:00,86.805,87.899,87.898,87.888,72.629
185,2020-12-15 16:37:00,86.374,87.898,87.89,87.898,80.179
186,2020-12-15 16:38:00,86.374,87.888,87.888,86.374,42.898
187,2020-12-15 16:39:00,86.355,87.629,86.374,87.587,100.194
188,2020-12-15 16:40:00,86.791,87.636,86.896,87.51,380.25
189,2020-12-15 16:41:00,86.547,87.637,86.795,87.598,261.92
190,2020-12-15 16:42:00,86.358,87.637,87.595,86.358,187.797
191,2020-12-15 16:43:00,86.358,87.668,87.255,87.31,177.27
192,2020-12-15 16:44:00,86.358,88.724,87.304,86.579,350.257
193,2020-12-15 16:45:00,86.562,87.285,86.563,87.245,118.1
194,2020-12-15 16:46:00,86.587,87.318,87.239,87.297,78.644
195,2020-12-15 16:47:00,86.486,87.668,87.286,87.311,187.861
196,2020-12-15 16:48:00,86.489,87.315,87.315,87.306,52.351
197,2020-12-15 16:49:00,86.285,87.315,86.489,86.285,74.743
198,2020-12-15 16:50:00,86.303,87.202,87.163,87.191,11.749
199,2020-12-15 16:51:00,87.172,87.202,87.172,87.202,15.592
200,2020-12-15 16:52:00,86.456,87.558,87.202,86.457,147.422
201,2020-12-15 16:53:00,86.129,87.31,86.455,87.194,91.408
202,2020-12-15 16:54:00,86.364,87.196,87.196,87.17,42.387
203,2020-12-15 16:55:00,86.364,87.668,87.168,87.452,130.083
204,2020-12-15 16:56:00,86.366,87.659,87.452,87.657,107.313
205,2020-12-15 16:57:00,86.455,87.647,86.65,86.518,194.102
206,2020-12-15 16:58:00,86.469,87.646,86.469,87.645,22.165
207,2020-12-15 16:59:00,86.55,87.459,86.55,87.427,81.716
208,2020-12-15 17:00:00,86.493,87.419,87.419,87.275,21.493
209,2020-12-15 17:01:00,86.454,87.273,86.494,87.235,125.944
210,2020-12-15 17:02:00,86.259,87.235,87.22,87.221,31.64
211,2020-12-15 17:03:00,86.079,87.235,87.235,86.392,65.447
212,2020-12-15 17:04:00,87.088,87.13,87.13,87.089,13.088
213,2020-12-15 17:05:00,87.089,87.431,87.089,87.429,154.745
214,2020-12-15 17:06:00,86.432,87.429,87.428,87.27,109.675
215,2020-12-15 17:07:00,87.27,87.427,87.27,87.427,5.269
216,2020-12-15 17:08:00,87.226,87.431,87.419,87.43,44.52
217,2020-12-15 17:09:00,86.908,87.646,87.091,86.908,228.552
218,2020-12-15 17:10:00,86.92,87.644,87.643,87.015,86.412
219,2020-12-15 17:11:00,87.039,87.644,87.642,87.644,8.75
220,2020-12-15 17:12:00,87.643,88.371,87.643,87.667,261.743
221,2020-12-15 17:13:00,87.331,88.724,88.018,87.418,235.636
222,2020-12-15 17:14:00,87.358,88.724,87.418,87.397,245.86
223,2020-12-15 17:15:00,87.418,88.346,87.42,88.315,43.426
224,2020-12-15 17:16:00,87.484,88.315,88.309,87.491,81.564
225,2020-12-15 17:17:00,87.315,88.298,88.292,88.211,272.382
226,2020-12-15 17:18:00,87.108,88.195,88.195,87.245,116.423
227,2020-12-15 17:19:00,87.141,88.0,87.245,87.141,597.943
228,2020-12-15 17:20:00,86.29,87.14,87.14,86.619,201.295
229,2020-12-15 17:21:00,86.177,86.749,86.54,86.465,145.622
230,2020-12-15 17:22:00,86.19,87.319,86.205,86.522,152.42
231,2020-12-15 17:23:00,86.578,86.763,86.64,86.737,16.576
232,2020-12-15 17:24:00,86.745,87.792,86.745,87.667,68.783
233,2020-12-15 17:25:00,86.951,87.789,87.667,87.748,16.112
234,2020-12-15 17:26:00,87.748,88.0,87.748,88.0,236.241
235,2020-12-15 17:27:00,87.203,87.975,87.975,87.502,27.761
236,2020-12-15 17:28:00,87.498,87.62,87.589,87.604,16.471
237,2020-12-15 17:29:00,87.355,88.0,87.44,88.0,119.148
238,2020-12-15 17:30:00,87.358,88.0,87.591,87.652,110.864
239,2020-12-15 17:31:00,87.371,88.285,87.417,87.65,186.064
240,2020-12-15 17:32:00,87.456,87.856,87.655,87.745,39.149
241,2020-12-15 17:33:00,87.506,88.37,87.737,87.756,93.677
242,2020-12-15 17:34:00,87.417,88.369,87.703,88.369,86.318
243,2020-12-15 17:35:00,86.955,88.366,87.781,87.487,372.598
244,2020-12-15 17:36:00,86.937,87.487,87.484,86.937,11.998
245,2020-12-15 17:37:00,86.95,87.281,87.241,87.276,37.351
246,2020-12-15 17:38:00,87.035,87.539,87.049,87.199,32.903
247,2020-12-15 17:39:00,86.95,87.246,87.03,87.246,21.633
248,2020-12-15 17:40:00,86.96,87.382,86.96,87.356,83.311
249,2020-12-15 17:41:00,86.95,87.37,87.37,87.345,120.485
250,2020-12-15 17:42:00,87.014,87.363,87.014,87.316,25.718
251,2020-12-15 17:43:00,86.967,87.364,87.295,86.967,88.629
252,2020-12-15 17:45:00,87.363,87.441,87.363,87.441,26.774
253,2020-12-15 17:46:00,87.441,88.371,87.441,88.366,288.494
254,2020-12-15 17:47:00,87.718,88.368,87.721,87.745,42.578
255,2020-12-15 17:48:00,87.548,88.724,87.68,88.366,234.46
256,2020-12-15 17:49:00,87.675,88.724,88.371,87.808,246.43
257,2020-12-15 17:50:00,87.641,88.368,87.701,87.883,87.541
258,2020-12-15 17:51:00,87.772,88.715,88.369,88.57,182.713
259,2020-12-15 17:52:00,87.73,88.371,87.857,87.73,15.99
260,2020-12-15 17:53:00,87.73,88.561,87.814,87.79,59.885
261,2020-12-15 17:54:00,87.73,88.37,87.791,87.73,153.386
262,2020-12-15 17:55:00,87.659,88.368,88.368,87.773,36.995
263,2020-12-15 17:56:00,87.514,88.299,87.77,87.764,43.806
264,2020-12-15 17:57:00,87.514,88.299,87.764,87.779,43.85
265,2020-12-15 17:58:00,87.747,87.767,87.752,87.747,12.025
266,2020-12-15 17:59:00,87.514,87.766,87.766,87.514,16.31
267,2020-12-15 18:00:00,87.515,87.999,87.748,87.539,43.864
268,2020-12-15 18:01:00,87.5,88.218,87.514,88.217,181.289
269,2020-12-15 18:02:00,88.147,88.217,88.217,88.147,2.559
270,2020-12-15 18:03:00,87.552,88.3,87.554,88.299,214.512
271,2020-12-15 18:04:00,87.554,88.428,88.299,88.428,127.549
272,2020-12-15 18:05:00,87.554,88.471,88.428,87.799,18.742
273,2020-12-15 18:06:00,87.55,88.383,87.799,88.382,168.32
274,2020-12-15 18:07:00,87.55,88.382,87.553,87.55,134.459
275,2020-12-15 18:08:00,87.352,87.867,87.55,87.86,89.602
276,2020-12-15 18:09:00,87.0,87.869,87.851,87.799,112.33
277,2020-12-15 18:10:00,86.963,87.779,87.779,86.963,8.682
278,2020-12-15 18:11:00,86.033,87.617,87.617,86.033,221.278
279,2020-12-15 18:12:00,85.94,86.712,86.033,85.982,197.201
280,2020-12-15 18:13:00,85.945,86.442,85.945,86.207,154.636
281,2020-12-15 18:14:00,85.823,86.186,85.94,86.18,54.05
282,2020-12-15 18:15:00,85.85,86.5,86.137,86.5,325.281
283,2020-12-15 18:16:00,86.496,86.713,86.531,86.548,34.579
284,2020-12-15 18:17:00,86.263,86.698,86.698,86.593,61.642
285,2020-12-15 18:18:00,86.43,86.568,86.568,86.551,5.669
286,2020-12-15 18:19:00,86.218,86.553,86.436,86.27,43.92
287,2020-12-15 18:20:00,86.143,86.539,86.539,86.411,111.573
288,2020-12-15 18:21:00,85.999,86.269,86.076,86.191,7.238
289,2020-12-15 18:22:00,86.188,86.191,86.19,86.188,3.623
290,2020-12-15 18:23:00,85.77,86.1,86.1,85.77,24.541
291,2020-12-15 18:24:00,85.77,86.052,86.052,85.999,16.94
292,2020-12-15 18:25:00,85.77,85.999,85.999,85.77,82.282
293,2020-12-15 18:26:00,85.599,85.796,85.771,85.599,54.221
294,2020-12-15 18:27:00,85.5,85.6,85.6,85.6,52.994
295,2020-12-15 18:28:00,85.296,85.975,85.6,85.296,294.577
296,2020-12-15 18:29:00,85.334,85.664,85.334,85.664,35.25
297,2020-12-15 18:30:00,85.36,85.664,85.664,85.36,18.79
298,2020-12-15 18:31:00,85.307,85.612,85.307,85.611,11.793
299,2020-12-15 18:32:00,85.611,85.996,85.611,85.995,92.637
300,2020-12-15 18:33:00,85.605,85.926,85.72,85.609,47.155
301,2020-12-15 18:34:00,85.835,86.5,85.836,86.079,125.114
302,2020-12-15 18:35:00,85.747,86.071,85.798,86.044,18.124
303,2020-12-15 18:36:00,86.036,86.043,86.043,86.036,12.305
304,2020-12-15 18:37:00,86.035,86.035,86.035,86.035,0.07
305,2020-12-15 18:38:00,86.024,86.033,86.033,86.024,19.237
306,2020-12-15 18:39:00,86.021,86.022,86.022,86.021,1.888
307,2020-12-15 18:40:00,85.652,86.055,86.02,85.993,23.387
308,2020-12-15 18:41:00,85.685,85.994,85.685,85.979,14.381
309,2020-12-15 18:42:00,85.949,85.97,85.97,85.949,33.914
310,2020-12-15 18:43:00,85.474,85.887,85.887,85.772,62.366
311,2020-12-15 18:44:00,85.45,85.751,85.751,85.45,19.725
312,2020-12-15 18:45:00,85.581,85.629,85.629,85.581,22.03
313,2020-12-15 18:46:00,84.745,85.425,85.425,84.745,97.656
314,2020-12-15 18:47:00,84.744,85.022,85.022,84.953,318.968
315,2020-12-15 18:48:00,84.416,85.212,84.972,84.99,374.908
316,2020-12-15 18:49:00,85.142,86.624,85.179,85.776,506.891
317,2020-12-15 18:50:00,85.571,85.866,85.842,85.571,27.448
318,2020-12-15 18:51:00,85.451,85.707,85.571,85.451,27.69
319,2020-12-15 18:52:00,85.327,85.699,85.699,85.661,16.067
320,2020-12-15 18:53:00,85.173,85.552,85.293,85.51,27.539
321,2020-12-15 18:54:00,85.317,85.692,85.508,85.334,26.797
322,2020-12-15 18:55:00,85.295,85.677,85.63,85.622,31.34
323,2020-12-15 18:56:00,85.17,85.589,85.313,85.571,55.775
324,2020-12-15 18:57:00,85.146,85.537,85.17,85.537,10.608
325,2020-12-15 18:58:00,85.042,85.514,85.514,85.476,28.061
326,2020-12-15 18:59:00,85.027,85.47,85.13,85.332,64.026
327,2020-12-15 19:00:00,84.952,85.319,85.007,85.253,117.191
328,2020-12-15 19:01:00,84.782,85.251,85.251,84.782,55.787
329,2020-12-15 19:02:00,84.612,84.8,84.795,84.797,249.434
330,2020-12-15 19:03:00,84.591,84.798,84.798,84.798,15.844
331,2020-12-15 19:04:00,84.569,84.8,84.798,84.799,24.102
332,2020-12-15 19:05:00,84.569,84.8,84.574,84.8,12.214
333,2020-12-15 19:06:00,84.569,84.8,84.799,84.8,71.586
334,2020-12-15 19:07:00,84.799,84.8,84.8,84.799,1.153
335,2020-12-15 19:08:00,84.8,84.947,84.8,84.947,9.298
336,2020-12-15 19:09:00,84.945,84.969,84.945,84.969,1.073
337,2020-12-15 19:10:00,84.8,84.971,84.971,84.967,3.597
338,2020-12-15 19:11:00,84.8,84.965,84.8,84.944,77.675
339,2020-12-15 19:12:00,84.8,84.946,84.944,84.924,22.153
340,2020-12-15 19:13:00,84.588,84.8,84.8,84.588,20.363
341,2020-12-15 19:14:00,84.797,84.799,84.798,84.797,8.593
342,2020-12-15 19:15:00,84.582,84.8,84.582,84.68,9.315
343,2020-12-15 19:16:00,84.8,87.5,84.8,85.111,633.174
344,2020-12-15 19:17:00,85.053,85.108,85.108,85.06,53.235
345,2020-12-15 19:18:00,85.001,85.189,85.06,85.189,16.009
346,2020-12-15 19:19:00,84.584,85.198,85.185,85.058,209.643
347,2020-12-15 19:20:00,84.958,85.149,85.058,85.148,64.466
348,2020-12-15 19:21:00,85.092,85.422,85.174,85.422,33.144
349,2020-12-15 19:22:00,85.223,85.48,85.223,85.48,8.709
350,2020-12-15 19:23:00,85.462,85.571,85.462,85.57,53.879
351,2020-12-15 19:24:00,85.3,85.672,85.569,85.672,68.611
352,2020-12-15 19:25:00,85.392,85.651,85.62,85.649,19.416
353,2020-12-15 19:26:00,85.301,85.669,85.646,85.669,83.414
354,2020-12-15 19:27:00,85.313,85.71,85.623,85.644,19.822
355,2020-12-15 19:28:00,85.312,85.624,85.358,85.539,49.054
356,2020-12-15 19:29:00,85.436,85.524,85.524,85.436,9.186
357,2020-12-15 19:30:00,85.426,85.433,85.432,85.426,0.624
358,2020-12-15 19:31:00,85.14,85.452,85.452,85.452,36.548
359,2020-12-15 19:32:00,85.281,85.454,85.433,85.281,24.489
360,2020-12-15 19:33:00,85.453,85.53,85.453,85.53,2.031
361,2020-12-15 19:34:00,85.219,85.527,85.224,85.465,7.784
362,2020-12-15 19:35:00,85.174,85.463,85.463,85.419,4.452
363,2020-12-15 19:36:00,85.14,85.422,85.422,85.416,8.88
364,2020-12-15 19:37:00,84.911,85.369,85.369,85.293,26.967
365,2020-12-15 19:38:00,85.288,85.307,85.288,85.306,35.007
366,2020-12-15 19:39:00,84.9,85.307,85.307,84.9,7.996
367,2020-12-15 19:40:00,84.906,85.05,85.0,85.05,130.581
368,2020-12-15 19:41:00,84.474,85.05,84.991,84.875,28.062
369,2020-12-15 19:42:00,83.546,84.584,84.584,83.693,101.883
370,2020-12-15 19:43:00,83.534,83.699,83.697,83.535,126.289
371,2020-12-15 19:44:00,83.534,83.68,83.534,83.68,38.778
372,2020-12-15 19:45:00,83.54,83.699,83.686,83.541,132.062
373,2020-12-15 19:46:00,83.541,83.7,83.542,83.699,95.769
374,2020-12-15 19:47:00,83.7,83.7,83.7,83.7,9.392
375,2020-12-15 19:48:00,83.639,83.7,83.7,83.7,31.261
376,2020-12-15 19:49:00,83.89,84.135,83.962,84.135,8.512
377,2020-12-15 19:50:00,84.232,84.434,84.232,84.413,66.88
378,2020-12-15 19:51:00,84.578,84.609,84.578,84.609,1.326
379,2020-12-15 19:52:00,83.569,84.743,84.591,84.439,249.27
380,2020-12-15 19:53:00,84.107,84.439,84.439,84.376,64.05
381,2020-12-15 19:54:00,83.993,84.44,84.374,84.349,63.36
382,2020-12-15 19:55:00,83.975,84.72,84.347,84.72,151.455
383,2020-12-15 19:56:00,84.411,86.624,84.72,84.616,510.121
384,2020-12-15 19:57:00,84.44,85.131,84.44,84.631,84.96
385,2020-12-15 19:58:00,84.5,85.145,84.63,84.577,167.101
386,2020-12-15 19:59:00,84.515,85.143,84.645,84.639,98.509
387,2020-12-15 20:00:00,84.638,86.367,84.638,84.875,520.14
388,2020-12-15 20:01:00,84.742,85.59,85.006,84.757,106.4
389,2020-12-15 20:02:00,84.564,87.319,85.56,85.005,341.59
390,2020-12-15 20:03:00,84.791,86.624,84.791,85.687,388.233
391,2020-12-15 20:04:00,84.511,87.5,85.252,84.511,286.731
392,2020-12-15 20:05:00,84.5,85.252,84.714,84.99,164.67
393,2020-12-15 20:06:00,84.614,85.474,84.764,84.878,99.108
394,2020-12-15 20:07:00,84.672,85.935,84.864,84.824,169.41
395,2020-12-15 20:08:00,84.824,85.593,85.251,85.592,219.013
396,2020-12-15 20:09:00,84.851,85.935,85.024,85.935,163.54
397,2020-12-15 20:10:00,84.843,85.99,85.934,85.934,85.982
